,num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehículo,tipo_persona,rango_edad,sexo,cod_lesividad,tipo_lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga,tipo_vehiculo,lesividad
97,2021S003008,28/02/2021,17:15:00,"PASEO. PRADO, 9",9,3,RETIRO,Colisión lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,441.182.377,4.473.972.931,N,,,
98,2021S003050,27/02/2021,21:20:00,"CALL. EDUARDO BARREIROS, 21",21,12,USERA,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 35 a 39 años,Mujer,7.0,Asistencia sanitaria sólo en el lugar del accidente,440.877.605,4.468.799.504,N,,,
99,2021S003057,19/02/2021,20:20:00,"CALL. NUESTRA SEÑORA DE VALVERDE, 138",138,8,FUENCARRAL-EL PARDO,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,14.0,Sin asistencia sanitaria,441.924.194,4.484.029.253,N,,,
100,2021S003061,26/02/2021,19:50:00,PASEO. ACACIAS / CALL. RIBERA DE CURTIDORES,20,2,ARGANZUELA,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,440.034.123,4.472.828.926,N,,,
101,2021S003197,04/03/2021,11:30:00,"AVDA. MARTIRES MARISTAS, 2E",2E,9,MONCLOA-ARAVACA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,Más de 74 años,Hombre,3.0,Ingreso superior a 24 horas,438.645.630,4.479.200.321,N,,,
102,2021S003207,04/03/2021,15:30:00,"CALL. BRAVO MURILLO, 145",145,6,TETUÁN,Colisión múltiple,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,440.348.178,4.478.022.317,N,,,
103,2021S003209,04/03/2021,15:35:00,CALL. FLORENCIO CANO CRISTOBAL / CALL. JOSE BERGAMIN,14,14,MORATALAZ,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,14.0,Sin asistencia sanitaria,446.376.663,4.473.505.502,N,,,
104,2021S003217,03/03/2021,17:09:00,CALL. BRUJAS / CALL. ATENAS,3A,14,MORATALAZ,Atropello a persona,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,14.0,Sin asistencia sanitaria,446.870.859,4.472.697.446,N,,,
105,2021S003217,03/03/2021,17:09:00,CALL. BRUJAS / CALL. ATENAS,3A,14,MORATALAZ,Atropello a persona,Despejado,Bicicleta,Peatón,Menor de 5 años,Hombre,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,446.870.859,4.472.697.446,N,,,
106,2021S003278,05/03/2021,17:30:00,GTA. RUBEN DARIO / PASEO. EDUARDO DATO,3,7,CHAMBERÍ,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 45 a 49 años,Mujer,,,441.327.811,4.476.041.671,N,,,
107,2021S003345,06/03/2021,13:35:00,AVDA. BUENOS AIRES / AVDA. MIGUEL HERNANDEZ,101,13,PUENTE DE VALLECAS,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Mujer,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,444.594.557,4.469.842.272,N,,,
108,2021S003348,05/03/2021,21:51:00,"CALL. TORPEDERO TUCUMAN, 24",24,5,CHAMARTÍN,Caída,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,1.0,Atención en urgencias sin posterior ingreso,443.049.558,4.479.273.243,N,,,
109,2021S003361,06/03/2021,19:35:00,"CALL. SANTA ENGRACIA, 71",71,7,CHAMBERÍ,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,440.739.358,4.476.227.820,N,,,
110,2021S003383,06/03/2021,1:12:00,"CALL. TOLEDO, 50",50,1,CENTRO,Colisión fronto-lateral,Lluvia débil,Bicicleta,Conductor,De 25 a 29 años,Hombre,1.0,Atención en urgencias sin posterior ingreso,439.936.405,4.473.733.265,N,,,
111,2021S003420,07/03/2021,14:20:00,CALL. GRAN VIA / CALL. SAN BERNARDO,56,1,CENTRO,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,,,439.956.544,4.474.778.128,N,,,
112,2021S003426,06/03/2021,16:40:00,CALL. JUAN BRAVO / CALL. NUÑEZ DE BALBOA,15,4,SALAMANCA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,442.144.749,4.476.025.249,N,,,
113,2021S003428,07/03/2021,16:45:00,"CALL. OLMO, 24",24,1,CENTRO,Caída,Nublado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,440.621.597,4.473.670.983,N,,,
114,2021S003456,07/03/2021,12:10:00,"CALL. VALLE DE MENA, 14",14,8,FUENCARRAL-EL PARDO,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,7.0,Asistencia sanitaria sólo en el lugar del accidente,439.020.453,4.480.287.137,N,,,
115,2021S003470,07/03/2021,12:44:00,CMNO. ARROYO DE VALDEBEBAS / AUTOV. M-40,9,16,HORTALEZA,Colisión frontal,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,445.129.465,4.483.654.132,N,,,
116,2021S003470,07/03/2021,12:44:00,CMNO. ARROYO DE VALDEBEBAS / AUTOV. M-40,9,16,HORTALEZA,Colisión frontal,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,445.129.465,4.483.654.132,N,,,
117,2021S003486,08/03/2021,17:03:00,"PASEO. REINA CRISTINA, 15",15,3,RETIRO,Alcance,Lluvia débil,Bicicleta,Conductor,De 40 a 44 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,442.168.832,4.473.167.065,N,,,
118,2021S003555,09/03/2021,18:30:00,AVDA. MEDITERRANEO / CALL. POZA DE LA SAL,136,18,VILLA DE VALLECAS,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,3.0,Ingreso superior a 24 horas,448.305.879,4.470.817.990,N,,,
119,2021S003556,04/03/2021,15:58:00,"PLAZA. BEATA MARIA ANA DE JESUS, 1",1,2,ARGANZUELA,Colisión lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,1.0,Atención en urgencias sin posterior ingreso,441.041.082,4.471.750.984,N,,,
120,2021S003623,10/03/2021,18:30:00,CALL. PEÑARANDA DE BRACAMONTE / AVDA. CERRO MILANO,18,18,VILLA DE VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 55 a 59 años,Hombre,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,448.020.083,4.468.522.525,N,,,
121,2021S003640,10/03/2021,7:54:00,CALL. MATEO INURRIA / PASEO. LA HABANA,58,5,CHAMARTÍN,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,442.426.593,4.479.871.827,N,,,
122,2021S003640,10/03/2021,7:54:00,CALL. MATEO INURRIA / PASEO. LA HABANA,58,5,CHAMARTÍN,Caída,Despejado,Bicicleta,Peatón,De 40 a 44 años,Mujer,14.0,Sin asistencia sanitaria,442.426.593,4.479.871.827,N,,,
123,2021S003661,10/03/2021,17:22:00,"CALL. PRADILLO, 34",34,5,CHAMARTÍN,Alcance,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,14.0,Sin asistencia sanitaria,443.002.659,4.477.802.806,N,,,
124,2021S003666,10/03/2021,14:40:00,"PASEO. LA HABANA, 72",72,5,CHAMARTÍN,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,442.015.384,4.478.386.999,N,,,
125,2021S003668,11/03/2021,15:10:00,"CALL. TRAFALGAR, 25",25,7,CHAMBERÍ,Caída,Despejado,Bicicleta,Conductor,Más de 74 años,Hombre,5.0,Asistencia sanitaria ambulatoria con posterioridad,440.505.228,4.476.085.834,N,,,
126,2021S003768,12/03/2021,21:30:00,CALL. SAN BERNARDO / CALL. LUNA,42,1,CENTRO,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,14.0,Sin asistencia sanitaria,439.989.833,4.475.088.378,N,,,
127,2021S003768,12/03/2021,21:30:00,CALL. SAN BERNARDO / CALL. LUNA,42,1,CENTRO,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Peatón,De 6 a 9 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,439.989.833,4.475.088.378,N,,,
128,2021S003918,13/03/2021,11:10:00,"PQUE. JUAN CARLOS I, 1",1,21,BARAJAS,Atropello a persona,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,448.739.569,4.479.314.457,N,,,
129,2021S003918,13/03/2021,11:10:00,"PQUE. JUAN CARLOS I, 1",1,21,BARAJAS,Atropello a persona,Despejado,Bicicleta,Peatón,De 35 a 39 años,Mujer,2.0,Ingreso inferior o igual a 24 horas,448.739.569,4.479.314.457,N,,,
130,2021S003930,13/03/2021,22:18:00,CALL. BRAVO MURILLO / CALL. AZUCENAS,309,6,TETUÁN,Alcance,,Bicicleta,Conductor,De 25 a 29 años,Hombre,,,440.901.428,4.479.361.152,N,,,
131,2021S003969,14/03/2021,11:00:00,"CALL. ARROYOFRESNO, 1-M-30 CARRIL BICI",1,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,436.408.323,4.480.306.299,N,,,
132,2021S003998,14/03/2021,15:45:00,AVDA. DOCTOR GARCIA TAPIA / CALL. MARROQUINA,53,14,MORATALAZ,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,,,445.234.299,4.473.682.661,N,,,
133,2021S004021,15/03/2021,15:30:00,"CALL. GALILEO, 86",86,7,CHAMBERÍ,Colisión lateral,Despejado,Bicicleta,Conductor,De 15 a 17 años,Mujer,7.0,Asistencia sanitaria sólo en el lugar del accidente,439.778.077,4.476.535.327,N,,,
134,2021S004021,15/03/2021,15:30:00,"CALL. GALILEO, 86",86,7,CHAMBERÍ,Colisión lateral,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,14.0,Sin asistencia sanitaria,439.778.077,4.476.535.327,N,,,
135,2021S004032,14/03/2021,13:00:00,PASEO. TORRECILLA / PASEO. AZUL,4,9,MONCLOA-ARAVACA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,438.073.516,4.474.686.601,N,,,
136,2021S004032,14/03/2021,13:00:00,PASEO. TORRECILLA / PASEO. AZUL,4,9,MONCLOA-ARAVACA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,14.0,Sin asistencia sanitaria,438.073.516,4.474.686.601,N,,,
137,2021S004063,16/03/2021,14:20:00,CALL. GRAN VIA / CALL. ISABEL LA CATOLICA,70,1,CENTRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,439.841.231,4.474.878.411,N,,,
138,2021S004066,16/03/2021,16:40:00,PASEO. EMBARCADERO / PASEO. AZUL,1,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,438.192.591,4.474.424.851,N,,,
139,2021S004147,17/03/2021,16:05:00,"PASEO. PRADO, 11",11,3,RETIRO,Alcance,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,441.196.544,4.473.894.249,N,,,
140,2021S004190,17/03/2021,22:15:00,PASEO. ESPERANZA / CALL. CAOBA,11,2,ARGANZUELA,Caída,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,1.0,Atención en urgencias sin posterior ingreso,440.123.896,4.472.676.298,N,,,
141,2021S004219,18/03/2021,15:00:00,CALL. CLAUDIO COELLO / CALL. PADILLA,90,4,SALAMANCA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,7.0,Asistencia sanitaria sólo en el lugar del accidente,441.838.597,4.475.895.064,N,,,
142,2021S004263,18/03/2021,23:10:00,"CALL. BARCELO, 3",3,1,CENTRO,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 50 a 54 años,Hombre,5.0,Asistencia sanitaria ambulatoria con posterioridad,440.599.825,4.475.341.404,N,,,
143,2021S004294,19/03/2021,16:20:00,CALL. VIA DE DUBLIN / AUTOV. M-11,3,21,BARAJAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,447.087.348,4.480.312.525,N,,,
144,2021S004316,19/03/2021,22:00:00,CALL. DOCTOR ESQUERDO / CALL. ASTROS,96,3,RETIRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,443.157.375,4.473.631.735,N,,,
145,2021S004356,14/03/2021,12:38:00,PASEO. AZUL / PASEO. EMBARCADERO,2,9,MONCLOA-ARAVACA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,1.0,Atención en urgencias sin posterior ingreso,438.136.858,4.474.621.150,N,,,
146,2021S004356,14/03/2021,12:38:00,PASEO. AZUL / PASEO. EMBARCADERO,2,9,MONCLOA-ARAVACA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,Desconocido,Desconocido,,,438.136.858,4.474.621.150,N,,,
147,2021S004358,18/03/2021,10:30:00,CALL. JOSE DE CADALSO / CALL. MAESTRA JUSTA FREIRE,130,10,LATINA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Mujer,1.0,Atención en urgencias sin posterior ingreso,434.754.837,4.469.947.852,N,,,
148,2021S004358,18/03/2021,10:30:00,CALL. JOSE DE CADALSO / CALL. MAESTRA JUSTA FREIRE,130,10,LATINA,Colisión fronto-lateral,Despejado,Bicicleta,Peatón,De 18 a 20 años,Hombre,14.0,Sin asistencia sanitaria,434.754.837,4.469.947.852,N,,,
149,2021S004370,20/03/2021,12:10:00,"AVDA. LA GAVIA, 42",42,18,VILLA DE VALLECAS,Atropello a persona,Despejado,Bicicleta,Conductor,De 6 a 9 años,Hombre,14.0,Sin asistencia sanitaria,447.967.219,4.469.227.657,N,,,
150,2021S004370,20/03/2021,12:10:00,"AVDA. LA GAVIA, 42",42,18,VILLA DE VALLECAS,Atropello a persona,Despejado,Bicicleta,Peatón,De 70 a 74 años,Mujer,7.0,Asistencia sanitaria sólo en el lugar del accidente,447.967.219,4.469.227.657,N,,,
151,2021S004374,20/03/2021,13:10:00,"AVDA. GUADALAJARA, 69",69,20,SAN BLAS-CANILLEJAS,Colisión lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,1.0,Atención en urgencias sin posterior ingreso,447.649.212,4.474.631.257,N,,,
152,2021S004392,17/03/2021,18:35:00,"CTRA. SOMONTES AL PALACIO DE LA REAL QUINTA, 1",1,8,FUENCARRAL-EL PARDO,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,436.089.366,4.482.450.562,N,,,
153,2021S004468,21/03/2021,18:25:00,"CALL. CLAVEL, 5",5,1,CENTRO,Colisión lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,440.661.617,4.474.640.789,N,,,
154,2021S004469,21/03/2021,19:30:00,"AVDA. ALBUFERA, 23",23,13,PUENTE DE VALLECAS,Caída,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,1.0,Atención en urgencias sin posterior ingreso,443.367.267,4.472.075.403,N,,,
155,2021S004507,21/03/2021,18:10:00,PASEO. YESERIAS / CALL. NAVES,43,2,ARGANZUELA,Caída,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,1.0,Atención en urgencias sin posterior ingreso,439.961.239,4.472.139.079,N,,,
156,2021S004513,22/03/2021,18:10:00,CALL. HUESCA / CALL. HERMANO GARATE,20,6,TETUÁN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Mujer,,,440.917.757,4.478.821.845,N,,,
157,2021S004521,18/03/2021,14:40:00,"CALL. EVANGELIOS, 1",1,12,USERA,Colisión frontal,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,440.568.583,4.470.524.961,N,,,
158,2021S004548,22/03/2021,11:16:00,"AVDA. CARONDELET, 37",37,16,HORTALEZA,Caída,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,446.023.910,4.477.866.818,N,,,
159,2021S004559,20/03/2021,10:30:00,"AUTOV. M-500, 0",0,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,437.233.053,4.476.379.008,N,,,
160,2021S004604,23/03/2021,16:50:00,FCO. PI Y MARGALL / AVDA. NICETO ALCALA ZAMORA,5,16,HORTALEZA,Colisión lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,445.184.640,4.481.822.293,N,,,
161,2021S004655,23/03/2021,19:00:00,"CALL. PUERTO RICO, 15",15,5,CHAMARTÍN,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,442.831.715,4.478.380.756,N,,,
162,2021S004692,24/03/2021,9:50:00,CALL. CAMPAÑA / CTRA. COLMENAR VIEJO,1,8,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Se desconoce,Bicicleta,Conductor,De 30 a 34 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,433.899.462,4.486.874.463,N,,,
163,2021S004736,23/03/2021,19:00:00,"CALL. PALAS DE REY, 4",4,8,FUENCARRAL-EL PARDO,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,2.0,Ingreso inferior o igual a 24 horas,443.989.412,4.483.779.582,N,,,
164,2021S004736,23/03/2021,19:00:00,"CALL. PALAS DE REY, 4",4,8,FUENCARRAL-EL PARDO,Caída,Despejado,Bicicleta,Peatón,De 6 a 9 años,Hombre,14.0,Sin asistencia sanitaria,443.989.412,4.483.779.582,N,,,
165,2021S004752,25/03/2021,19:00:00,"IDB. PARQUE LINEAL DEL MANZANARES, 0",0,13,PUENTE DE VALLECAS,Caída,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,1.0,Atención en urgencias sin posterior ingreso,441.755.237,4.469.916.275,N,,,
166,2021S004775,25/03/2021,14:05:00,AVDA. CERRO MILANO / CALL. CAÑADA DEL SANTISIMO,631,18,VILLA DE VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,449.741.133,4.467.398.578,N,,,
167,2021S004777,25/03/2021,8:18:00,"PASEO. CASTELLANA, 156",156,5,CHAMARTÍN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,441.489.647,4.478.638.106,N,,,
168,2021S004837,26/03/2021,21:00:00,"CALL. CAPITAN BLANCO ARGIBAY, 192 farola 77 parque",192,6,TETUÁN,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,1.0,Atención en urgencias sin posterior ingreso,439.802.608,4.480.085.857,N,,,
169,2021S004858,26/03/2021,23:00:00,AVENIDA DE LOS POBLADOS CON AVENIDA DEL EURO,0,10,LATINA,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,434.851.991,4.471.178.012,N,,,
170,2021S004896,27/03/2021,10:40:00,CALL. ALFONSO XII / PASEO. INFANTA ISABEL,66,3,RETIRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,,,441.543.481,4.473.194.914,N,,,
171,2021S004987,27/03/2021,12:40:00,"CALL. ATOCHA, 3",3,1,CENTRO,Colisión lateral,,Bicicleta EPAC (pedaleo asistido),Conductor,De 35 a 39 años,Mujer,,,440.225.374,4.474.000.817,N,,,
172,2021S005003,28/03/2021,15:20:00,LUGAR. CAÑADA REAL / CTRA. VALDEMINGOMEZ,0,18,VILLA DE VALLECAS,Caída,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,450.531.629,4.465.756.313,N,,,
173,2021S005034,29/03/2021,8:30:00,AVDA. ENTREVIAS / CALL. MEJORANA,34,13,PUENTE DE VALLECAS,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Mujer,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,443.062.234,4.470.758.191,N,,,
174,2021S005038,28/03/2021,10:45:00,"RONDA. ATOCHA, 27",27,2,ARGANZUELA,Colisión lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,440.753.907,4.473.076.640,N,,,
175,2021S005113,30/03/2021,20:30:00,"CALL. COMUNEROS DE CASTILLA, 4",4,11,CARABANCHEL,Colisión frontal,,Bicicleta,Conductor,De 50 a 54 años,Hombre,,,438.844.971,4.471.938.414,N,,,
176,2021S005122,30/03/2021,22:38:00,PASEO. EDUARDO DATO / CALL. ZURBANO,17,7,CHAMBERÍ,Alcance,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,441.181.009,4.476.034.053,N,,,
177,2021S005131,25/03/2021,8:35:00,"CALL. SERRANO, 74",74,4,SALAMANCA,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Mujer,2.0,Ingreso inferior o igual a 24 horas,441.730.818,4.475.795.430,N,,,
178,2021S005170,30/03/2021,22:45:00,"CALL. ANTEQUERA, 23",23,12,USERA,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,1.0,Atención en urgencias sin posterior ingreso,441.250.751,4.469.064.218,N,,,
179,2021S005174,31/03/2021,17:45:00,"CALL. IRUN, 1",1,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,1.0,Atención en urgencias sin posterior ingreso,439.323.771,4.474.944.100,N,,,
180,2021S005174,31/03/2021,17:45:00,"CALL. IRUN, 1",1,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,439.323.771,4.474.944.100,N,,,
181,2021S005189,31/03/2021,19:20:00,"CÑADA. REAL DE MERINAS, 64",64,19,VICÁLVARO,Colisión fronto-lateral,,Bicicleta,Conductor,Desconocido,Desconocido,,,453.362.374,4.469.973.874,N,,,
182,2021S005192,31/03/2021,16:00:00,"AVDA. MANZANARES, 216",216,12,USERA,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 35 a 39 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,440.646.053,4.471.249.890,N,,,
183,2021S005224,28/03/2021,12:47:00,CALL. ALBERTO DE PALACIO / AVDA. NICETO ALCALA ZAMORA,0,16,HORTALEZA,Colisión lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,,,445.313.036,4.482.291.959,N,,,
184,2021S005246,31/03/2021,19:05:00,CALL. SEVILLA / CALL. ARLABAN,4,1,CENTRO,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,440.598.480,4.474.269.710,N,,,
185,2021S005262,28/03/2021,16:20:00,"PASEO. ESPERANZA, 5",5,2,ARGANZUELA,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 40 a 44 años,Hombre,1.0,Atención en urgencias sin posterior ingreso,440.074.125,4.472.765.604,N,,,
186,2021S005266,31/03/2021,17:00:00,"CALL. SEGOVIA, 49",49,2,ARGANZUELA,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Mujer,1.0,Atención en urgencias sin posterior ingreso,439.162.046,4.473.948.251,N,,,
187,2021S005274,01/04/2021,22:20:00,CALL. ALCALA / AUTOV. M-30,251,15,CIUDAD LINEAL,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 18 a 20 años,Mujer,,,443.987.995,4.475.887.011,N,,,
188,2021S005303,27/03/2021,13:25:00,"CALL. FRANCISCO Y JACINTO ALCANTARA, 1",1,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,438.577.033,4.475.343.454,N,,,
189,2021S005399,03/04/2021,16:20:00,"CALL. GRAN VIA, 80",80,1,CENTRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,1.0,Atención en urgencias sin posterior ingreso,439.691.585,4.475.014.710,N,,,
190,2021S005401,03/04/2021,16:56:00,C/ GRAN VIA72,72,1,CENTRO,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 45 a 49 años,Mujer,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,439.788.272,4.474.927.029,N,,,
191,2021S005406,03/04/2021,19:55:00,"PASEO. ERMITA DEL SANTO, 16",16,10,LATINA,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,3.0,Ingreso superior a 24 horas,438.653.012,4.473.701.189,N,,,
192,2021S005460,03/04/2021,18:35:00,CALL. CASALARREINA / AVDA. DAROCA,29,19,VICÁLVARO,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,447.706.476,4.473.700.369,N,,,
193,2021S005468,03/04/2021,16:15:00,"PQUE. MADRID RIO, +00650I  (TOBOGANES)",+00650I,2,ARGANZUELA,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,14.0,Sin asistencia sanitaria,439.703.813,4.472.226.093,N,,,
